"base_name","timepoint","Target.Name","enrich","input","fc","log2fc","percent_input"
"infect","0.5","WSN_PB2",21.552126,10.4992343333333,9.41408391462985e-05,-13.374819761554,0.00941408391462985
"infect","02","WSN_PB2",15.9737856666667,10.4343586666667,0.0043002757974321,-7.86135509488736,0.43002757974321
"infect","04","WSN_PB2",21.4463243333333,11.426527,0.000192650636338632,-12.3417254282207,0.0192650636338632
"infect","24","WSN_PB2",19.4699533333333,15.1500333333333,0.0100139287445927,-6.64184809488736,1.00139287445927
"mock","0.5","WSN_PB2",34.766203,33.6759825,0.0939379164513354,-3.41214859488736,9.39379164513354
"mock","02","WSN_PB2",NA,33.5456276666667,NA,NA,NA
"mock","04","WSN_PB2",36.269287,34.188974,0.04729262084943,-4.40224109488736,4.729262084943
"mock","24","WSN_PB2",31.978043,NA,NA,NA,NA
