"Target.Name","Task","enrich","flowthrough","input","dCT_enrich","dCT_flowthrough","foldchange_enrich","foldchange_flowthrough","percent_input_enrich","percent_input_flowthrough"
"FFLUC",1,20.551091,20.0181756666667,22.383235,1.48978409488736,0.956868761554031,0.3560658315953,0.515173838785019,35.60658315953,51.5173838785019
"FFLUC",2,19.8789326666667,20.6447406666667,21.7206593333333,1.4802014282207,2.2460094282207,0.358438763503901,0.210806399907722,35.8438763503901,21.0806399907722
"WSN_PB2",1,16.7038273333333,14.8942166666667,17.7601993333333,2.26555609488736,0.455945428220697,0.207969505215154,0.729032265461666,20.7969505215154,72.9032265461666
"WSN_PB2",2,16.2819393333333,15.225536,17.3098576666667,2.29400976155403,1.2376064282207,0.203907993649112,0.42407565572067,20.3907993649112,42.407565572067
