"Target.Name","enrich","flowthrough","input","dCT_enrich","dCT_flowthrough","foldchange_enrich","foldchange_flowthrough","percent_input_enrich","percent_input_flowthrough"
"FFLUC",21.2447498333333,19.6903422,22.0582696666667,2.50840826155403,0.954000628220694,0.175749408444407,0.516199042963007,17.5749408444407,51.6199042963007
"WSN_PB2",17.289645,14.8081151666667,17.346273,3.26530009488736,0.783770261554029,0.104003205889708,0.580846854136389,10.4003205889708,58.0846854136389
