"target","Target.Name","Task","enrich","flowthrough","input","dCT_enrich","dCT_flowthrough","foldchange_enrich","foldchange_flowthrough","percent_input_enrich","percent_input_flowthrough"
"+Rnasin","FFLUC",1,20.9630306666667,19.3472856666667,21.8660323333333,2.41892642822069,0.803181428220697,0.186995255575557,0.573084019315076,18.6995255575557,57.3084019315076
"+Rnasin","FFLUC",2,21.1941606666667,19.9563156666667,22.3880543333333,2.12803442822069,0.890189428220694,0.228769332655726,0.539543270686391,22.8769332655726,53.9543270686391
"+Rnasin","WSN_PB2",1,16.7018916666667,14.5619415,16.9856746666667,3.03814509488736,0.898194928220694,0.121738289475314,0.536557641878303,12.1738289475314,53.6557641878303
"+Rnasin","WSN_PB2",2,16.9029213333333,15.065412,17.6130926666667,2.61175676155403,0.774247428220696,0.163599839546751,0.584693546043084,16.3599839546751,58.4693546043084
"-Rnasin","FFLUC",1,20.859899,18.0423833333333,20.3661453333333,3.81568176155403,0.998166094887364,0.0710174927919605,0.500635987216193,7.10174927919605,50.0635987216193
"-Rnasin","FFLUC",2,20.5978583333333,18.3564103333333,20.9118093333333,3.00797709488736,0.766529094887361,0.124310744702225,0.587830004463636,12.4310744702225,58.7830004463636
"-Rnasin","WSN_PB2",1,16.7226496666667,13.8342096666667,16.2351983333333,3.8093794282207,0.920939428220696,0.0713284073856464,0.528164987300889,7.13284073856464,52.8164987300889
"-Rnasin","WSN_PB2",2,16.7033613333333,14.09346,16.6590796666667,3.36620976155403,0.756308428220696,0.0969772556900992,0.592009229022331,9.69772556900992,59.2009229022331
