"target","Target.Name","enrich","flowthrough","input","dCT_enrich","dCT_flowthrough","foldchange_enrich","foldchange_flowthrough","percent_input_enrich","percent_input_flowthrough"
"+Rnasin","FFLUC",19.2568036666667,17.4365513333333,19.2324243333333,3.34630742822069,1.52605509488736,0.0983243512052463,0.347225523539145,9.83243512052463,34.7225523539145
"+Rnasin","WSN_PB2",17.6445223333333,15.22407,17.6194776666667,3.34697276155403,0.926520428220695,0.0982790170326358,0.526125752011537,9.82790170326358,52.6125752011537
"-Rnasin","FFLUC",20.0877493333333,18.8716993333333,21.0931473333333,2.31653009488736,1.10048009488736,0.200749723407208,0.466361275908389,20.0749723407208,46.6361275908389
"-Rnasin","WSN_PB2",18.1067386666667,16.0347983333333,18.242594,3.18607276155403,1.1141324282207,0.109874403517359,0.461968879115291,10.9874403517359,46.1968879115291
