"enrichment","Target.Name","Task","input","trizol","dCT","foldchange","percent"
"+Rnasin","FFLUC",1,24.9455093333333,29.134645,7.51106376155403,0.00548206913818319,0.548206913818319
"+Rnasin","FFLUC",2,24.920843,29.0788313333333,7.47991642822069,0.00560171217158727,0.560171217158727
"-Rnasin","FFLUC",1,24.5862436666667,32.305061,11.0407454282207,0.0004746838450736,0.04746838450736
"-Rnasin","FFLUC",2,24.7449383333333,31.9389633333333,10.5159530948874,0.000682940212640994,0.0682940212640994
